path,y,a,split
CelebA/img_align_celeba/166083.jpg,0,0,0
CelebA/img_align_celeba/108416.jpg,0,0,0
CelebA/img_align_celeba/152777.jpg,0,0,0
CelebA/img_align_celeba/026557.jpg,0,0,0
CelebA/img_align_celeba/042779.jpg,0,0,0
CelebA/img_align_celeba/029257.jpg,0,0,0
CelebA/img_align_celeba/129022.jpg,0,0,0
CelebA/img_align_celeba/149408.jpg,0,0,0
CelebA/img_align_celeba/024541.jpg,0,0,0
CelebA/img_align_celeba/171470.jpg,0,0,0
CelebA/img_align_celeba/119306.jpg,0,0,0
CelebA/img_align_celeba/092069.jpg,0,0,0
CelebA/img_align_celeba/023440.jpg,0,0,0
CelebA/img_align_celeba/084228.jpg,0,0,0
CelebA/img_align_celeba/080703.jpg,0,0,0
CelebA/img_align_celeba/151150.jpg,0,0,0
CelebA/img_align_celeba/126530.jpg,0,0,0
CelebA/img_align_celeba/081533.jpg,0,0,0
CelebA/img_align_celeba/120161.jpg,0,0,0
CelebA/img_align_celeba/163038.jpg,0,0,0
CelebA/img_align_celeba/093114.jpg,0,0,0
CelebA/img_align_celeba/027237.jpg,0,0,0
CelebA/img_align_celeba/071202.jpg,0,0,0
CelebA/img_align_celeba/017035.jpg,0,0,0
CelebA/img_align_celeba/013252.jpg,0,0,0
CelebA/img_align_celeba/051725.jpg,0,0,0
CelebA/img_align_celeba/070892.jpg,0,0,0
CelebA/img_align_celeba/088394.jpg,0,0,0
CelebA/img_align_celeba/007993.jpg,0,0,0
CelebA/img_align_celeba/060364.jpg,0,0,0
CelebA/img_align_celeba/067871.jpg,0,0,0
CelebA/img_align_celeba/014703.jpg,0,0,0
CelebA/img_align_celeba/083400.jpg,0,0,0
CelebA/img_align_celeba/123264.jpg,0,0,0
CelebA/img_align_celeba/024540.jpg,0,0,0
CelebA/img_align_celeba/067143.jpg,0,0,0
CelebA/img_align_celeba/042380.jpg,0,0,0
CelebA/img_align_celeba/161029.jpg,0,0,0
CelebA/img_align_celeba/007244.jpg,0,0,0
CelebA/img_align_celeba/112208.jpg,0,0,0
CelebA/img_align_celeba/094719.jpg,0,0,0
CelebA/img_align_celeba/124595.jpg,0,0,0
CelebA/img_align_celeba/156195.jpg,0,0,0
CelebA/img_align_celeba/092258.jpg,0,0,0
CelebA/img_align_celeba/124412.jpg,0,0,0
CelebA/img_align_celeba/126562.jpg,0,0,0
CelebA/img_align_celeba/013572.jpg,0,0,0
CelebA/img_align_celeba/036407.jpg,0,0,0
CelebA/img_align_celeba/106072.jpg,0,0,0
CelebA/img_align_celeba/046096.jpg,0,0,0
CelebA/img_align_celeba/046775.jpg,0,0,0
CelebA/img_align_celeba/090433.jpg,0,0,0
CelebA/img_align_celeba/006517.jpg,0,0,0
CelebA/img_align_celeba/104745.jpg,0,0,0
CelebA/img_align_celeba/022259.jpg,0,0,0
CelebA/img_align_celeba/141456.jpg,0,0,0
CelebA/img_align_celeba/158413.jpg,0,0,0
CelebA/img_align_celeba/004310.jpg,0,0,0
CelebA/img_align_celeba/114835.jpg,0,0,0
CelebA/img_align_celeba/082583.jpg,0,0,0
CelebA/img_align_celeba/169649.jpg,0,0,0
CelebA/img_align_celeba/065832.jpg,0,0,0
CelebA/img_align_celeba/023430.jpg,0,0,0
CelebA/img_align_celeba/139320.jpg,0,0,0
CelebA/img_align_celeba/097442.jpg,0,0,0
CelebA/img_align_celeba/045043.jpg,0,0,0
CelebA/img_align_celeba/010940.jpg,0,0,0
CelebA/img_align_celeba/070613.jpg,0,0,0
CelebA/img_align_celeba/074921.jpg,0,0,0
CelebA/img_align_celeba/156028.jpg,0,0,0
CelebA/img_align_celeba/024646.jpg,0,0,0
CelebA/img_align_celeba/085465.jpg,0,0,0
CelebA/img_align_celeba/057578.jpg,0,0,0
CelebA/img_align_celeba/069582.jpg,0,0,0
CelebA/img_align_celeba/117004.jpg,0,0,0
CelebA/img_align_celeba/175165.jpg,0,0,0
CelebA/img_align_celeba/135689.jpg,0,0,0
CelebA/img_align_celeba/113456.jpg,0,0,0
CelebA/img_align_celeba/045006.jpg,0,0,0
CelebA/img_align_celeba/021525.jpg,0,0,0
CelebA/img_align_celeba/019985.jpg,0,0,0
CelebA/img_align_celeba/001096.jpg,0,0,0
CelebA/img_align_celeba/112762.jpg,0,0,0
CelebA/img_align_celeba/006534.jpg,0,0,0
CelebA/img_align_celeba/136713.jpg,0,0,0
CelebA/img_align_celeba/168182.jpg,0,0,0
CelebA/img_align_celeba/150779.jpg,0,0,0
CelebA/img_align_celeba/020594.jpg,0,0,0
CelebA/img_align_celeba/112845.jpg,0,0,0
CelebA/img_align_celeba/101532.jpg,0,0,0
CelebA/img_align_celeba/029260.jpg,0,0,0
CelebA/img_align_celeba/163960.jpg,0,0,0
CelebA/img_align_celeba/117880.jpg,0,0,0
CelebA/img_align_celeba/154947.jpg,0,0,0
CelebA/img_align_celeba/126316.jpg,0,0,0
CelebA/img_align_celeba/111863.jpg,0,0,0
CelebA/img_align_celeba/018177.jpg,0,0,0
CelebA/img_align_celeba/041176.jpg,0,0,0
CelebA/img_align_celeba/164769.jpg,0,0,0
CelebA/img_align_celeba/042319.jpg,0,0,0
CelebA/img_align_celeba/121684.jpg,0,0,0
CelebA/img_align_celeba/041029.jpg,0,0,0
CelebA/img_align_celeba/166096.jpg,0,0,0
CelebA/img_align_celeba/146533.jpg,0,0,0
CelebA/img_align_celeba/167246.jpg,0,0,0
CelebA/img_align_celeba/011252.jpg,0,0,0
CelebA/img_align_celeba/103133.jpg,0,0,0
CelebA/img_align_celeba/003894.jpg,0,0,0
CelebA/img_align_celeba/137618.jpg,0,0,0
CelebA/img_align_celeba/089725.jpg,0,0,0
CelebA/img_align_celeba/007729.jpg,0,0,0
CelebA/img_align_celeba/113864.jpg,0,0,0
CelebA/img_align_celeba/003457.jpg,0,0,0
CelebA/img_align_celeba/018917.jpg,0,0,0
CelebA/img_align_celeba/168039.jpg,0,0,0
CelebA/img_align_celeba/057812.jpg,0,0,0
CelebA/img_align_celeba/164226.jpg,0,0,0
CelebA/img_align_celeba/012879.jpg,0,0,0
CelebA/img_align_celeba/160393.jpg,0,0,0
CelebA/img_align_celeba/153684.jpg,0,0,0
CelebA/img_align_celeba/133833.jpg,0,0,0
CelebA/img_align_celeba/054543.jpg,0,0,0
CelebA/img_align_celeba/149360.jpg,0,0,0
CelebA/img_align_celeba/040793.jpg,0,0,0
CelebA/img_align_celeba/057423.jpg,0,0,0
CelebA/img_align_celeba/116710.jpg,0,0,0
CelebA/img_align_celeba/146243.jpg,0,0,0
